cycle      , unique_vpns, max_counter, mean_counter  , median_counter, std_counter         , approx_ws_ge_1, approx_ws_ge_4, approx_ws_ge_16, approx_ws_ge_32, common_vpns, new_vpns, pages_accessed_flag
10711691003,        4096,           5, 0.494384765625,            0.0, 0.720763289258626   ,           1564,             13,               0,               0,        4095,        1,                1389
10712691045,        4096,           5, 0.523681640625,            0.0, 0.7288192239144824  ,           1676,             15,               0,               0,        4093,        3,                1475
10713691096,        4096,           5, 0.512451171875,            0.0, 0.721354823106451   ,           1634,             11,               0,               0,        4095,        1,                1430
10714691154,        4096,           5, 0.5068359375  ,            0.0, 0.721768220212345   ,           1617,             13,               0,               0,        4095,        1,                1417
10715692097,        4096,           7, 0.52490234375 ,            0.0, 0.7344514522933131  ,           1658,             12,               0,               0,        4095,        1,                1480
10716692360,        4096,           5, 0.5185546875  ,            0.0, 0.7089325857031664  ,           1688,             11,               0,               0,        4094,        2,                1456
10717693453,        4096,           6, 0.51513671875 ,            0.0, 0.7168898353272164  ,           1662,             10,               0,               0,        4095,        1,                1475
10718693601,        4096,           5, 0.511962890625,            0.0, 0.7169498207670425  ,           1652,             12,               0,               0,        4095,        1,                1449
10719693631,        4096,           6, 0.533203125   ,            0.0, 0.7443610237917044  ,           1685,             16,               0,               0,        4095,        1,                1518
10720694813,        4096,           7, 0.525390625   ,            0.0, 0.7443405243315114  ,           1658,             17,               0,               0,        4095,        1,                1462
10721695597,        4096,           6, 0.5478515625  ,            0.0, 0.7530246778601009  ,           1721,             15,               0,               0,        4094,        2,                1536
10722695751,        4096,           7, 0.582275390625,            0.0, 0.7812926852963002  ,           1793,             21,               0,               0,        4095,        1,                1594
10723695934,        4096,           6, 0.607421875   ,            0.0, 0.8089970122141888  ,           1830,             22,               0,               0,        4094,        2,                1621
10724695934,        4096,           7, 0.595458984375,            0.0, 0.7940629822640604  ,           1808,             22,               0,               0,        4093,        3,                1575
10725697528,        4096,           6, 0.5830078125  ,            0.0, 0.7686130060465831  ,           1806,             14,               0,               0,        4095,        1,                1581
10726697594,        4096,           5, 0.59375       ,            0.0, 0.7673768223630422  ,           1863,             17,               0,               0,        4094,        2,                1627
10727698019,        4096,           7, 0.582275390625,            0.0, 0.7721775079912025  ,           1819,             20,               0,               0,        4095,        1,                1595
10728699059,        4096,           7, 0.585693359375,            0.0, 0.7887022121238326  ,           1793,             22,               0,               0,        4095,        1,                1583
10729699796,        4096,           6, 0.571044921875,            0.0, 0.7685413092838765  ,           1788,             23,               0,               0,        4095,        1,                1520
10730700126,        4096,           8, 0.571533203125,            0.0, 0.7745085342335987  ,           1790,             18,               0,               0,        4095,        1,                1568
10733138590,        4096,           7, 0.541259765625,            0.0, 0.7469055792003231  ,           1716,             14,               0,               0,        4095,        1,                1509
10734140011,        4096,           6, 0.724853515625,            1.0, 0.8459043549722852  ,           2118,             23,               0,               0,        4095,        1,                1963
10735140977,        4096,           7, 0.7294921875  ,            1.0, 0.852998694826941   ,           2116,             25,               0,               0,        4095,        1,                1807
10736141518,        4096,           5, 0.669921875   ,            1.0, 0.7793311395975939  ,           2067,             15,               0,               0,        4095,        1,                1667
10737142462,        4096,           5, 0.621826171875,            0.0, 0.7550624618839709  ,           1962,             10,               0,               0,        4095,        1,                1652
10738142728,        4096,           5, 0.58056640625 ,            0.0, 0.729440383399466   ,           1878,             11,               0,               0,        4095,        1,                1596
10739142853,        4096,           5, 0.5302734375  ,            0.0, 0.7081842452582051  ,           1735,             12,               0,               0,        4095,        1,                1499
10740143368,        4096,           5, 0.52001953125 ,            0.0, 0.7095811922313966  ,           1680,              9,               0,               0,        4094,        2,                1490
10741143531,        4096,           5, 0.516357421875,            0.0, 0.7100189898866109  ,           1678,             12,               0,               0,        4095,        1,                1460
